universe_index,family,taxon,issue,detail
2384,CARYOPHYLLACEAE,Silene portensis subsp. portensis,NO_EXACT_TAXON_MATCH,
2385,CARYOPHYLLACEAE,Silene rupestris,NO_API_TAXON,
2388,CARYOPHYLLACEAE,Silene vulgaris subsp. glareosa,NO_EXACT_TAXON_MATCH,
2389,CARYOPHYLLACEAE,Silene vulgaris subsp. prostrata,NO_EXACT_TAXON_MATCH,
2390,CARYOPHYLLACEAE,Silene vulgaris subsp. vulgaris,NO_EXACT_TAXON_MATCH,
2392,ASPHODELACEAE,Simethis mattiazzi,NO_API_TAXON,
2393,ASPHODELACEAE,Simethis mattiazzii,NO_API_TAXON,
2394,ASPHODELACEAE,Simethis planifolia,NO_API_TAXON,
2395,BRASSICACEAE,Sinapis alba subsp. mairei,NO_EXACT_TAXON_MATCH,
2399,BRASSICACEAE,Sisymbrium austriacum subsp. chrysanthum,NO_API_TAXON,
2400,BRASSICACEAE,Sisymbrium austriacum subsp. contortum,NO_API_TAXON,
2402,BRASSICACEAE,Sisymbrium macroloma,NO_API_TAXON,
2406,CAPRIFOLIACEAE,Sixalix atropurpurea,NO_API_TAXON,
2413,ASTERACEAE,Sonchus aquatilis,NO_API_TAXON,
2416,ASTERACEAE,Sonchus asper subsp. asper,NO_EXACT_TAXON_MATCH,
2417,ASTERACEAE,Sonchus asper subsp. glaucescens,NO_EXACT_TAXON_MATCH,
2422,ROSACEAE,Sorbus aria subsp. aria,NO_EXACT_TAXON_MATCH,
2434,CARYOPHYLLACEAE,Spergula bocconei,NO_API_TAXON,
2435,CARYOPHYLLACEAE,Spergula capillacea,NO_API_TAXON,
2436,CARYOPHYLLACEAE,Spergula diandra,NO_API_TAXON,
2437,CARYOPHYLLACEAE,Spergula marina,NO_API_TAXON,
2438,CARYOPHYLLACEAE,Spergula media,NO_API_TAXON,
2439,CARYOPHYLLACEAE,Spergula morisonii,NO_API_TAXON,
2441,CARYOPHYLLACEAE,Spergula rubra,NO_API_TAXON,
2447,ROSACEAE,Spiraea hypericifolia subsp. obovata,NO_API_TAXON,
2453,LAMIACEAE,Stachys heraclea,NO_API_TAXON,
2454,LAMIACEAE,Stachys recta subsp. recta,NO_EXACT_TAXON_MATCH,
2456,ASTERACEAE,Staehelina dubia,NO_API_TAXON,
2459,CARYOPHYLLACEAE,Stellaria holostea,NO_API_TAXON,
2462,CARYOPHYLLACEAE,Stellaria nemorum subsp. montana,NO_EXACT_TAXON_MATCH,
2465,POACEAE,Stipa gigantea subsp. gigantea,NO_EXACT_TAXON_MATCH,
2470,LILIACEAE,Streptopus amplexifolius,NO_API_TAXON,
2471,AMARANTHACEAE,Suaeda spicata,NO_API_TAXON,
2472,AMARANTHACEAE,Suaeda vera subsp. braun-blanquetii,NO_EXACT_TAXON_MATCH,
2481,DIOSCOREACEAE,Tamus communis,NO_API_TAXON,
2483,ASTERACEAE,Tanacetum corymbosum subsp. corymbosum,NO_EXACT_TAXON_MATCH,
2485,ASTERACEAE,Taraxacum ciliare,NO_API_TAXON,
2486,ASTERACEAE,Taraxacum elegantius,NO_API_TAXON,
2487,ASTERACEAE,Taraxacum gasparrinii,NO_API_TAXON,
2488,ASTERACEAE,Taraxacum gr.,UNPARSABLE_NAME,
2489,ASTERACEAE,Taraxacum malato-belizii,NO_API_TAXON,
2490,ASTERACEAE,Taraxacum marginellum,NO_API_TAXON,
2491,ASTERACEAE,Taraxacum obovatum,NO_API_TAXON,
2492,ASTERACEAE,Taraxacum pinto-silvae,NO_API_TAXON,
2493,ASTERACEAE,Taraxacum pyropappum,NO_API_TAXON,
2494,ASTERACEAE,Taraxacum sp.,UNPARSABLE_NAME,
2497,BRASSICACEAE,Teesdalia nudicaulis,NO_API_TAXON,
2499,FABACEAE,Tetragonolobus maritimus,NO_API_TAXON,
2503,LAMIACEAE,Teucrium gnaphalodes,NO_API_TAXON,
2504,LAMIACEAE,Teucrium polium,NO_API_TAXON,
2505,LAMIACEAE,Teucrium pyrenaicum,NO_API_TAXON,
2508,RANUNCULACEAE,Thalictrum minus subsp. minus,NO_EXACT_TAXON_MATCH,
2509,RANUNCULACEAE,Thalictrum tuberosum,NO_API_TAXON,
2510,APIACEAE,Thapsia dissecta,NO_API_TAXON,
2511,APIACEAE,Thapsia villosa,NO_API_TAXON,
2513,SANTALACEAE,Thesium humifusum,NO_API_TAXON,
2515,BRASSICACEAE,Thlaspi perfoliatum,NO_API_TAXON,
2516,BRASSICACEAE,Thlaspi stenopterum,NO_API_TAXON,
2517,ASTERACEAE,Thrincia hispida,NO_API_TAXON,
2518,ASTERACEAE,Thrincia saxatilis,NO_API_TAXON,
2519,ASTERACEAE,Thrincia tuberosa,NO_API_TAXON,
2520,THYMELAEACEAE,Thymelaea coridifolia,NO_API_TAXON,
2522,THYMELAEACEAE,Thymelaea pubescens,NO_API_TAXON,
2523,THYMELAEACEAE,Thymelaea ruizii,NO_API_TAXON,
2524,THYMELAEACEAE,Thymelaea sanamunda,NO_API_TAXON,
2527,LAMIACEAE,Thymus mastigophorus,NO_API_TAXON,
2533,MALVACEAE,Tilia x vulgaris,UNPARSABLE_NAME,
2538,APIACEAE,Torilis arvensis subsp. arvensis,NO_EXACT_TAXON_MATCH,
2539,APIACEAE,Torilis arvensis subsp. neglecta,NO_EXACT_TAXON_MATCH,
2540,APIACEAE,Torilis arvensis subsp. purpurea,NO_EXACT_TAXON_MATCH,
2541,APIACEAE,Torilis arvensis subsp. recta,NO_EXACT_TAXON_MATCH,
2546,ASTERACEAE,Tragopogon crocifolius,NO_API_TAXON,
2548,ASTERACEAE,Tragopogon lamottei,NO_API_TAXON,
2563,FABACEAE,Trifolium montanum,NO_API_TAXON,
2565,FABACEAE,Trifolium phleoides subsp. willkommii,NO_EXACT_TAXON_MATCH,
2568,FABACEAE,Trifolium repens subsp. repens,NO_EXACT_TAXON_MATCH,
2571,FABACEAE,Trifolium rubens,NO_API_TAXON,
2583,FABACEAE,Trigonella monspeliaca,NO_API_TAXON,
2584,FABACEAE,Trigonella polyceratia,NO_API_TAXON,
2585,APIACEAE,Trinia dufourii,NO_API_TAXON,
2587,APIACEAE,Trinia glauca subsp. glauca,NO_EXACT_TAXON_MATCH,
2589,POACEAE,Trisetaria loeflingiana,NO_API_TAXON,
2591,POACEAE,Trisetaria panicea,NO_API_TAXON,
2594,POACEAE,Trisetum hispidum,NO_API_TAXON,
2595,POACEAE,Trisetum loeflingianum,NO_API_TAXON,
2596,POACEAE,Trisetum ovatum,NO_API_TAXON,
2597,POACEAE,Trisetum paniceum,NO_API_TAXON,
2600,ASTERACEAE,Trommsdorffia maculata,NO_API_TAXON,
2602,CISTACEAE,Tuberaria lignosa,NO_API_TAXON,
2603,LILIACEAE,Tulipa sylvestris subsp. australis,NO_EXACT_TAXON_MATCH,
2612,ULMACEAE,Ulmus x hollandica,UNPARSABLE_NAME,
2613,CRASSULACEAE,Umbilicus heylandianus,NO_API_TAXON,
2619,CARYOPHYLLACEAE,Vaccaria hispanica,NO_API_TAXON,
2622,CAPRIFOLIACEAE,Valeriana apula,NO_API_TAXON,
2623,CAPRIFOLIACEAE,Valeriana longiflora,NO_API_TAXON,
2624,CAPRIFOLIACEAE,Valeriana longifolia,NO_API_TAXON,
2627,CAPRIFOLIACEAE,Valeriana officinalis subsp. tenuifolia,NO_EXACT_TAXON_MATCH,
2628,CAPRIFOLIACEAE,Valeriana pyrenaica,NO_API_TAXON,
2635,CAPRIFOLIACEAE,Valerianella fusiformis,NO_API_TAXON,
2637,CAPRIFOLIACEAE,Valerianella locusta subsp. lusitanica,NO_EXACT_TAXON_MATCH,
2638,CAPRIFOLIACEAE,Valerianella lusitanica,NO_API_TAXON,
2639,CAPRIFOLIACEAE,Valerianella muricata,NO_API_TAXON,
2645,SCROPHULARIACEAE,Verbascum rotundifolium subsp. ripacurcicum,NO_API_TAXON,
2648,SCROPHULARIACEAE,Verbascum thapsus subsp. crassifolium,NO_EXACT_TAXON_MATCH,
2649,SCROPHULARIACEAE,Verbascum thapsus subsp. montanum,NO_EXACT_TAXON_MATCH,
2650,SCROPHULARIACEAE,Verbascum thapsus subsp. thapsus,NO_EXACT_TAXON_MATCH,
2651,SCROPHULARIACEAE,Verbascum virgatum,NO_API_TAXON,
2657,PLANTAGINACEAE,Veronica austriaca subsp. vahlii,NO_EXACT_TAXON_MATCH,
2658,PLANTAGINACEAE,Veronica becabunga,NO_API_TAXON,
2661,PLANTAGINACEAE,Veronica chamaedrys subsp. chamaedrys,NO_EXACT_TAXON_MATCH,
2662,PLANTAGINACEAE,Veronica fruticans subsp. cantabrica,NO_API_TAXON,
2664,PLANTAGINACEAE,Veronica hederifolia subsp. hederifolia,NO_EXACT_TAXON_MATCH,
2669,PLANTAGINACEAE,Veronica ponae,NO_API_TAXON,
2672,PLANTAGINACEAE,Veronica sennenii,NO_API_TAXON,
2678,FABACEAE,Vicia amphycarpa,NO_API_TAXON,
2679,FABACEAE,Vicia angustifolia,NO_API_TAXON,
2683,FABACEAE,Vicia faba,NO_API_TAXON,
2689,FABACEAE,Vicia monantha subsp. calcarata,NO_EXACT_TAXON_MATCH,
2698,FABACEAE,Vicia sativa subsp. sativa,NO_EXACT_TAXON_MATCH,
2703,APOCYNACEAE,Vinca difformis,NO_API_TAXON,
2704,APOCYNACEAE,Vinca major subsp. major,NO_EXACT_TAXON_MATCH,
2706,APOCYNACEAE,Vincetoxicum nigrum,NO_API_TAXON,
2707,VIOLACEAE,Viola alba,NO_API_TAXON,
2709,VIOLACEAE,Viola bubanii,NO_API_TAXON,
2713,VIOLACEAE,Viola montcaunica,NO_API_TAXON,
2719,VIOLACEAE,Viola rupestris subsp. rupestris,NO_EXACT_TAXON_MATCH,
2720,VIOLACEAE,Viola saxatilis,NO_API_TAXON,
2723,SANTALACEAE,Viscum album subsp. austriacum,NO_EXACT_TAXON_MATCH,
2725,VITACEAE,Vitis vinifera subsp. sylvestris,NO_EXACT_TAXON_MATCH,
2726,VITACEAE,Vitis vinifera subsp. vinifera,NO_EXACT_TAXON_MATCH,
2733,CAMPANULACEAE,Wahlenbergia hederacea,NO_API_TAXON,
2735,ASTERACEAE,Xanthium orientale subsp. italicum,NO_EXACT_TAXON_MATCH,
2739,CISTACEAE,Xolantha tuberaria,NO_API_TAXON,
